A00	Amar Gambit	1. Nh3 d5 2. g3 e5 3. f4 Bxh3 4. Bxh3 exf4	7569574
A00	Amar Opening	1. Nh3	10264903
A00	Amar Opening: Gent Gambit	1. Nh3 d5 2. g3 e5 3. f4 Bxh3 4. Bxh3 exf4 5. O-O fxg3 6. hxg3	12263970
A00	Amar Opening: Paris Gambit	1. Nh3 d5 2. g3 e5 3. f4	7027372
A00	Amsterdam Attack	1. e3 e5 2. c4 d6 3. Nc3 Nc6 4. b3 Nf6	10427893
A00	Anderssen's Opening	1. a3	2628276
A00	Anderssen's Opening: Polish Gambit	1. a3 a5 2. b4	14716249
A00	Barnes Opening	1. f3	8153968
A00	Barnes Opening: Fool's Mate	1. f3 e5 2. g4 Qh4#	2830066
A00	Barnes Opening: Gedult Gambit	1. f3 d5 2. e4 g6 3. d4 dxe4 4. c3	7377328
A00	Barnes Opening: Gedult Gambit	1. f3 f5 2. e4 fxe4 3. Nc3	16229913
A00	Barnes Opening: Hammerschlag	1. f3 e5 2. Kf2	13230503
A00	Clemenz Opening	1. h3	9174110
A00	Clemenz Opening: Spike Lee Gambit	1. h3 h5 2. g4	3482139
A00	Crab Opening	1. a4 e5 2. h4	6551523
A00	Creepy Crawly Formation: Classical Defense	1. h3 d5 2. a3 e5	6072959
A00	Formation: Hippopotamus Attack	1. a3 e5 2. b3 d5 3. c3 Nf6 4. d3 Nc6 5. e3 Bd6 6. f3 O-O 7. g3	2465837
A00	Formation: Shy Attack	1. a3 e5 2. g3 d5 3. Bg2 Nf6 4. d3 Nc6 5. Nd2 Bd6 6. e3 O-O 7. h3	9376261
A00	Global Opening	1. h3 e5 2. a3	4013792
A00	Grob Opening	1. g4	7690920
A00	Grob Opening: Alessi Gambit	1. g4 f5	10963973
A00	Grob Opening: Double Grob	1. g4 g5	440032
A00	Grob Opening: Double Grob, Coca-Cola Gambit	1. g4 g5 2. f4	5520311
A00	Grob Opening: Grob Gambit	1. g4 d5 2. Bg2	12112918
A00	Grob Opening: Grob Gambit Declined	1. g4 d5 2. Bg2 c6	7525931
A00	Grob Opening: Grob Gambit, Basman Gambit	1. g4 d5 2. Bg2 h5 3. gxh5	3745542
A00	Grob Opening: Grob Gambit, Fritz Gambit	1. g4 d5 2. Bg2 Bxg4 3. c4	4322312
A00	Grob Opening: Grob Gambit, Fritz Gambit, Romford Countergambit	1. g4 d5 2. Bg2 Bxg4 3. c4 d4 4. Bxb7 Nd7 5. Bxa8 Qxa8	14255046
A00	Grob Opening: Grob Gambit, Keres Gambit	1. g4 d5 2. Bg2 e5 3. d4 exd4 4. c3	11546202
A00	Grob Opening: Grob Gambit, Richter-Grob Gambit	1. g4 d5 2. Bg2 c6 3. c4 dxc4 4. b3	2210731
A00	Grob Opening: Keene Defense	1. g4 d5 2. h3 e5 3. Bg2 c6	6812287
A00	Grob Opening: Keene Defense, Main Line	1. g4 d5 2. h3 e5 3. Bg2 c6 4. d4 e4 5. c4 Bd6 6. Nc3 Ne7	12643908
A00	Grob Opening: London Defense	1. g4 e5 2. h3 Nc6	1243738
A00	Grob Opening: Romford Countergambit	1. g4 d5 2. Bg2 Bxg4 3. c4 d4	5579340
A00	Grob Opening: Spike Attack	1. g4 d5 2. Bg2 c6 3. g5	10398426
A00	Grob Opening: Spike, Hurst Attack	1. g4 e5 2. Bg2 d5 3. c4	3595678
A00	Grob Opening: Zilbermints Gambit	1. g4 d5 2. e4 dxe4 3. Nc3	2497811
A00	Grob Opening: Zilbermints Gambit, Schiller Defense	1. g4 d5 2. e4 dxe4 3. Nc3 h5	15796758
A00	Grob Opening: Zilbermints Gambit, Zilbermints-Hartlaub Gambit	1. g4 d5 2. e4 dxe4 3. Nc3 e5 4. d3	6702062
A00	Hungarian Opening	1. g3	4900346
A00	Hungarian Opening: Asten Gambit	1. g3 Nc6 2. Nc3 d5 3. d4 e5 4. dxe5 d4 5. Ne4 f5	15376426
A00	Hungarian Opening: Burk Gambit	1. g3 e5 2. a3 d5 3. Nf3 e4 4. Nh4 Be7 5. d3	11056379
A00	Hungarian Opening: Bücker Gambit	1. g3 d5 2. Bg2 e5 3. b4	7619568
A00	Hungarian Opening: Catalan Formation	1. g3 d5 2. Bg2 e6	14404569
A00	Hungarian Opening: Dutch Defense	1. g3 f5	993009
A00	Hungarian Opening: Indian Defense	1. g3 Nf6	10435381
A00	Hungarian Opening: Myers Defense	1. g3 g5	11459604
A00	Hungarian Opening: Pachman Gambit	1. g3 f5 2. e4 fxe4 3. Qh5+ g6	15877907
A00	Hungarian Opening: Paris Gambit	1. g3 e5 2. Nh3 d5 3. f4 Bxh3 4. Bxh3 exf4 5. O-O	13651541
A00	Hungarian Opening: Reversed Alekhine	1. g3 e5 2. Nf3	8622109
A00	Hungarian Opening: Reversed Brooklyn Defense, Brooklyn Benko Gambit	1. g3 e5 2. Nf3 e4 3. Ng1 Nf6 4. b4	5679119
A00	Hungarian Opening: Reversed Modern Defense	1. g3 d5 2. Bg2 c5	1245020
A00	Hungarian Opening: Reversed Norwegian Defense	1. g3 e5 2. Nf3 e4 3. Nh4	8709582
A00	Hungarian Opening: Sicilian Invitation	1. g3 c5	4752452
A00	Hungarian Opening: Slav Formation	1. g3 d5 2. Bg2 c6	14335199
A00	Hungarian Opening: Symmetrical Variation	1. g3 g6	14723374
A00	Hungarian Opening: Van Kuijk Gambit	1. g3 h5 2. Nf3 h4	9901229
A00	Hungarian Opening: Winterberg Gambit	1. g3 d5 2. Bg2 e5 3. c4 dxc4 4. b3	15621371
A00	Kádas Opening	1. h4	7126591
A00	Kádas Opening: Beginner's Trap	1. h4 d5 2. Rh3	6768538
A00	Kádas Opening: Kádas Gambit	1. h4 c5 2. b4	5250884
A00	Kádas Opening: Kádas Gambit	1. h4 d5 2. d4 c5 3. Nf3 cxd4 4. c3	3755907
A00	Kádas Opening: Kádas Gambit	1. h4 e5 2. d4 exd4 3. c3	4947976
A00	Kádas Opening: Myers Variation	1. h4 d5 2. d4 c5 3. e4	12795589
A00	Kádas Opening: Schneider Gambit	1. h4 g5	10970026
A00	Kádas Opening: Steinbok Gambit	1. h4 f5 2. e4 fxe4 3. d3	12671067
A00	Lasker Simul Special	1. g3 h5	10343167
A00	Mieses Opening	1. d3	14583543
A00	Mieses Opening: Myers Spike Attack	1. d3 g6 2. g4	3335960
A00	Mieses Opening: Reversed Rat	1. d3 e5	16016155
A00	Polish Opening	1. b4	16393496
A00	Polish Opening: Baltic Defense	1. b4 d5 2. Bb2 Bf5	2987129
A00	Polish Opening: Birmingham Gambit	1. b4 c5	856482
A00	Polish Opening: Bugayev Advance Variation	1. b4 e5 2. Bb2 f6 3. b5	13368407
A00	Polish Opening: Bugayev Attack	1. b4 e5 2. a3	12161698
A00	Polish Opening: Czech Defense	1. b4 e5 2. Bb2 d6	3071852
A00	Polish Opening: Dutch Defense	1. b4 f5	4895511
A00	Polish Opening: German Defense	1. b4 d5 2. Bb2 Qd6	3918642
A00	Polish Opening: Grigorian Variation	1. b4 Nc6	15343900
A00	Polish Opening: Karniewski Variation	1. b4 Nh6	13033073
A00	Polish Opening: King's Indian Variation	1. b4 Nf6 2. Bb2 g6	4508353
A00	Polish Opening: King's Indian Variation, Schiffler Attack	1. b4 Nf6 2. Bb2 g6 3. e4	9918812
A00	Polish Opening: King's Indian Variation, Sokolsky Attack	1. b4 Nf6 2. Bb2 g6 3. c4 Bg7 4. e3 d6 5. Nf3 O-O 6. d4	2248044
A00	Polish Opening: Myers Variation	1. b4 d5 2. Bb2 c6 3. a4	6717373
A00	Polish Opening: Outflank Variation	1. b4 c6	12931617
A00	Polish Opening: Queen's Indian Variation	1. b4 e6 2. Bb2 Nf6 3. b5 b6	16079595
A00	Polish Opening: Queenside Defense	1. b4 e6 2. Bb2 Nf6 3. b5 a6	12387562
A00	Polish Opening: Rooks Swap Line	1. b4 e6 2. Bb2 Nf6 3. b5 a6 4. a4 axb5 5. axb5 Rxa1 6. Bxa1	2805344
A00	Polish Opening: Schiffler-Sokolsky Variation	1. b4 e6 2. Bb2 Nf6 3. b5 d5 4. e3	9362050
A00	Polish Opening: Schuehler Gambit	1. b4 c6 2. Bb2 a5 3. b5 cxb5 4. e4	6588748
A00	Polish Opening: Symmetrical Variation	1. b4 b5	12777464
A00	Polish Opening: Tartakower Gambit	1. b4 e5 2. Bb2 f6 3. e4	8128747
A00	Polish Opening: Wolferts Gambit	1. b4 e5 2. Bb2 c5	9737981
A00	Saragossa Opening	1. c3	14316533
A00	Sodium Attack	1. Na3	15702849
A00	Sodium Attack: Chenoboskion Variation	1. Na3 g6 2. g4	260782
A00	Sodium Attack: Durkin Gambit	1. Na3 e5 2. Nc4 Nc6 3. e4 f5	7284704
A00	Valencia Opening	1. d3 e5 2. Nd2	12890546
A00	Van Geet Opening	1. Nc3	14117249
A00	Van Geet Opening: Battambang Variation	1. a3 e5 2. Nc3	6400831
A00	Van Geet Opening: Billockus-Johansen Gambit	1. Nc3 e5 2. Nf3 Bc5	10620373
A00	Van Geet Opening: Caro-Kann Variation, St. Patrick's Attack	1. Nc3 d5 2. e4 c6 3. h3	1558387
A00	Van Geet Opening: Damhaug Gambit	1. Nc3 d5 2. f4 e5	10576760
A00	Van Geet Opening: Dougherty Gambit	1. Nc3 d5 2. e4 dxe4 3. f3	12114285
A00	Van Geet Opening: Dunst-Perrenet Gambit	1. Nc3 d5 2. e4 dxe4 3. d3	1717482
A00	Van Geet Opening: Düsseldorf Gambit	1. Nc3 c5 2. b4	12848257
A00	Van Geet Opening: Gladbacher Gambit	1. Nc3 e5 2. b3 d5 3. e4 dxe4 4. d3	558909
A00	Van Geet Opening: Hector Gambit	1. Nc3 d5 2. e4 dxe4 3. Bc4	15920908
A00	Van Geet Opening: Hergert Gambit	1. Nc3 d6 2. f4 e5 3. fxe5 Nc6	6076283
A00	Van Geet Opening: Hulsemann Gambit	1. Nc3 e5 2. e3 d5 3. Qh5 Be6	12891850
A00	Van Geet Opening: Jendrossek Gambit	1. Nc3 d5 2. f4 d4 3. Ne4 f5 4. Nf2 Nf6 5. Nf3 c5 6. b4	2660092
A00	Van Geet Opening: Kluever Gambit	1. Nc3 f5 2. e4 fxe4 3. d3	5589918
A00	Van Geet Opening: Laroche Gambit	1. Nc3 b5	1756773
A00	Van Geet Opening: Liebig Gambit	1. Nc3 e5 2. e3 d5 3. Qh5 Nf6	1927964
A00	Van Geet Opening: Melleby Gambit	1. Nc3 d5 2. f4 d4 3. Ne4 c5	14756231
A00	Van Geet Opening: Myers Attack	1. Nc3 g6 2. h4	2288889
A00	Van Geet Opening: Napoleon Attack	1. Nc3 e5 2. Nf3 Nc6 3. d4	7447872
A00	Van Geet Opening: Novosibirsk Variation	1. Nc3 c5 2. d4 cxd4 3. Qxd4 Nc6 4. Qh4	1232993
A00	Van Geet Opening: Nowokunski Gambit	1. Nc3 e5 2. f4 exf4 3. e4	5554884
A00	Van Geet Opening: Pfeiffer Gambit	1. Nc3 d5 2. f4 d4 3. Ne4 e5	13209045
A00	Van Geet Opening: Pfeiffer Gambit, Sleipnir Countergambit	1. Nc3 d5 2. f4 d4 3. Ne4 e5 4. Nf3	2768350
A00	Van Geet Opening: Reversed Nimzowitsch	1. Nc3 e5	16616557
A00	Van Geet Opening: Reversed Scandinavian	1. Nc3 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qa4	4709809
A00	Van Geet Opening: Sicilian Two Knights	1. Nc3 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4	5665703
A00	Van Geet Opening: Sleipnir Gambit	1. Nc3 d5 2. e3 e5 3. d4 Bb4	7738378
A00	Van Geet Opening: Twyble Attack	1. Nc3 c5 2. Rb1	8579112
A00	Van Geet Opening: Tübingen Gambit	1. Nc3 Nf6 2. g4	4495989
A00	Van Geet Opening: Venezolana Variation	1. Nc3 d5 2. d3 Nf6 3. g3	7350953
A00	Van Geet Opening: Warsteiner Gambit	1. Nc3 d5 2. f4 g5	7315322
A00	Van't Kruijs Opening	1. e3	1755124
A00	Van't Kruijs Opening: Bouncing Bishop Variation	1. e3 e5 2. Bc4 b5 3. Bb3	13074228
A00	Van't Kruijs Opening: Keoni-Hiva Gambit, Akahi Variation	1. e3 e5 2. Nc3 Nf6 3. f4 exf4 4. Nf3	2090383
A00	Van't Kruijs Opening: Keoni-Hiva Gambit, Alua Variation	1. e3 e5 2. Nc3 Nc6 3. f4 exf4 4. Nf3	3107392
A00	Van't Kruijs Opening: Keoni-Hiva Gambit, Ekolu Variation	1. e3 e5 2. Nc3 d5 3. f4 exf4 4. Nf3	2942378
A00	Venezolana Opening	1. d3 c5 2. Nc3 Nc6 3. g3	8145927
A00	Ware Opening	1. a4	4361251
A00	Ware Opening: Meadow Hay Trap	1. a4 e5 2. Ra3	10151200
A00	Ware Opening: Ware Gambit	1. a4 e5 2. a5 d5 3. e3 f5 4. a6	4028308
A00	Ware Opening: Wing Gambit	1. a4 b5 2. axb5 Bb7	7419632
A01	Nimzo-Larsen Attack	1. b3	9202653
A01	Nimzo-Larsen Attack: Classical Variation	1. b3 d5	9388908
A01	Nimzo-Larsen Attack: Dutch Variation	1. b3 f5	13207766
A01	Nimzo-Larsen Attack: English Variation	1. b3 c5	9316963
A01	Nimzo-Larsen Attack: Graz Attack	1. b3 d5 2. Ba3	16240489
A01	Nimzo-Larsen Attack: Indian Variation	1. b3 Nf6	5870866
A01	Nimzo-Larsen Attack: Modern Variation	1. b3 e5	10915377
A01	Nimzo-Larsen Attack: Modern Variation	1. b3 e5 2. Bb2 Nc6	15768962
A01	Nimzo-Larsen Attack: Modern Variation	1. b3 e5 2. Bb2 Nc6 3. e3	14224869
A01	Nimzo-Larsen Attack: Pachman Gambit	1. b3 e5 2. Bb2 Nc6 3. f4	3532147
A01	Nimzo-Larsen Attack: Polish Variation	1. b3 b5	4312121
A01	Nimzo-Larsen Attack: Ringelbach Gambit	1. b3 f5 2. Bb2 e6 3. e4	10096568
A01	Nimzo-Larsen Attack: Spike Variation	1. b3 Nf6 2. Bb2 g6 3. g4	8518715
A01	Nimzo-Larsen Attack: Symmetrical Variation	1. b3 b6	3704121
A02	Bird Opening	1. f4	16133986
A02	Bird Opening	1. f4 Nf6	6076579
A02	Bird Opening: Batavo-Polish Attack	1. f4 Nf6 2. Nf3 g6 3. b4	5995650
A02	Bird Opening: Double Duck Formation	1. f4 f5 2. d4 d5	14670501
A02	Bird Opening: From's Gambit	1. f4 e5	10724224
A02	Bird Opening: From's Gambit, Bahr Gambit	1. f4 e5 2. Nc3	12646375
A02	Bird Opening: From's Gambit, Langheld Gambit	1. f4 e5 2. fxe5 d6 3. exd6 Nf6	645060
A02	Bird Opening: From's Gambit, Lasker Variation	1. f4 e5 2. fxe5 d6 3. exd6 Bxd6 4. Nf3 g5	4549602
A02	Bird Opening: From's Gambit, Lipke Variation	1. f4 e5 2. fxe5 d6 3. exd6 Bxd6 4. Nf3 Nh6 5. d4	14816327
A02	Bird Opening: Hobbs Gambit	1. f4 g5	7167874
A02	Bird Opening: Hobbs-Zilbermints Gambit	1. f4 h6 2. Nf3 g5	13548782
A02	Bird Opening: Horsefly Defense	1. f4 Nh6	4245505
A02	Bird Opening: Lasker Gambit	1. f4 e5 2. fxe5 f6	14466163
A02	Bird Opening: Mujannah	1. f4 Nf6 2. c4	8339122
A02	Bird Opening: Myers Defense	1. f4 b5	4514184
A02	Bird Opening: Platz Gambit	1. f4 e5 2. fxe5 Ne7	1995541
A02	Bird Opening: Schlechter Gambit	1. f4 e5 2. fxe5 Nc6	33094
A02	Bird Opening: Siegener Gambit	1. f4 e5 2. d4 exd4 3. Nf3 c5 4. c3	4157909
A02	Bird Opening: Swiss Gambit	1. f4 f5 2. e4 fxe4 3. Nc3 Nf6 4. g4	9533681
A02	Bird Opening: Wagner-Zwitersch Gambit	1. f4 f5 2. e4	6316020
A03	Bird Opening: Dutch Variation	1. f4 d5	9072349
A03	Bird Opening: Dutch Variation, Dudweiler Gambit	1. f4 d5 2. g4	2733501
A03	Bird Opening: Lasker Variation	1. f4 d5 2. Nf3 Nf6 3. e3 c5	16076270
A03	Bird Opening: Sturm Gambit	1. f4 d5 2. c4	4996759
